name,value,date
Liaoning,9,2020/4/13
Macau,32,2020/4/13
Ningxia,0,2020/4/13
Qinghai,0,2020/4/13
Shaanxi,8,2020/4/13
Shandong,26,2020/4/13
Shanghai,172,2020/4/13
Shanxi,38,2020/4/13
Sichuan,12,2020/4/13
Tianjin,20,2020/4/13
Tibet,0,2020/4/13
Xinjiang,3,2020/4/13
Yunnan,10,2020/4/13
Zhejiang,28,2020/4/13
Taiwan,284,2020/4/13
AnHui,7,2020/4/14
BeiJing,98,2020/4/14
Chongqing,9,2020/4/14
Fujian,24,2020/4/14
Gansu,3,2020/4/14
Guangdong,106,2020/4/14
Guangxi,2,2020/4/14
Guizhou,2,2020/4/14
Hainan,6,2020/4/14
Hebei,13,2020/4/14
Heilongjiang,349,2020/4/14
Henan,22,2020/4/14
Hong Kong,578,2020/4/14
Hubei,3440,2020/4/14
Hunan,5,2020/4/14
Inner Mongolia,99,2020/4/14
Jiangsu,12,2020/4/14
Jiangxi,1,2020/4/14
Jilin,4,2020/4/14
Liaoning,7,2020/4/14
Macau,32,2020/4/14
Ningxia,0,2020/4/14
Qinghai,0,2020/4/14
Shaanxi,8,2020/4/14
Shandong,25,2020/4/14
Shanghai,150,2020/4/14
Shanxi,38,2020/4/14
Sichuan,12,2020/4/14
Tianjin,17,2020/4/14
Tibet,0,2020/4/14
Xinjiang,3,2020/4/14
Yunnan,9,2020/4/14
Zhejiang,25,2020/4/14
Taiwan,269,2020/4/14
AnHui,7,2020/4/15
BeiJing,95,2020/4/15
Chongqing,9,2020/4/15
Fujian,22,2020/4/15
Gansu,3,2020/4/15
Guangdong,104,2020/4/15
Guangxi,2,2020/4/15
Guizhou,2,2020/4/15
Hainan,6,2020/4/15
Hebei,13,2020/4/15
Heilongjiang,371,2020/4/15
Henan,22,2020/4/15
Hong Kong,558,2020/4/15
Hubei,3401,2020/4/15
Hunan,5,2020/4/15
Inner Mongolia,96,2020/4/15
Jiangsu,11,2020/4/15
Jiangxi,1,2020/4/15
Jilin,6,2020/4/15
Liaoning,7,2020/4/15
Macau,29,2020/4/15
Ningxia,0,2020/4/15
Qinghai,0,2020/4/15
Shaanxi,5,2020/4/15
Shandong,23,2020/4/15
Shanghai,137,2020/4/15
Shanxi,51,2020/4/15
Sichuan,10,2020/4/15
Tianjin,14,2020/4/15
Tibet,0,2020/4/15
Xinjiang,3,2020/4/15
Yunnan,8,2020/4/15
Zhejiang,24,2020/4/15
Taiwan,271,2020/4/15
AnHui,7,2020/4/16
BeiJing,90,2020/4/16
Chongqing,9,2020/4/16
Fujian,20,2020/4/16
Gansu,2,2020/4/16
Guangdong,100,2020/4/16
Guangxi,2,2020/4/16
Guizhou,2,2020/4/16
Hainan,6,2020/4/16
Hebei,13,2020/4/16
Heilongjiang,390,2020/4/16
Henan,22,2020/4/16
Hong Kong,532,2020/4/16
Hubei,3368,2020/4/16
Hunan,5,2020/4/16
Inner Mongolia,99,2020/4/16
Jiangsu,11,2020/4/16
Jiangxi,1,2020/4/16
Jilin,6,2020/4/16
Liaoning,5,2020/4/16
Macau,29,2020/4/16
Ningxia,0,2020/4/16
Qinghai,0,2020/4/16
Shaanxi,5,2020/4/16
Shandong,23,2020/4/16
Shanghai,139,2020/4/16
Shanxi,59,2020/4/16
Sichuan,8,2020/4/16
Tianjin,14,2020/4/16
Tibet,0,2020/4/16
Xinjiang,3,2020/4/16
Yunnan,8,2020/4/16
Zhejiang,24,2020/4/16
Taiwan,240,2020/4/16
AnHui,7,2020/4/17
BeiJing,84,2020/4/17
Chongqing,9,2020/4/17
Fujian,20,2020/4/17
Gansu,2,2020/4/17
Guangdong,102,2020/4/17
Guangxi,2,2020/4/17
Guizhou,2,2020/4/17
Hainan,6,2020/4/17
Hebei,12,2020/4/17
Heilongjiang,401,2020/4/17
Henan,22,2020/4/17
Hong Kong,488,2020/4/17
Hubei,4641,2020/4/17
Hunan,5,2020/4/17
Inner Mongolia,90,2020/4/17
Jiangsu,10,2020/4/17
Jiangxi,1,2020/4/17
Jilin,5,2020/4/17
Liaoning,6,2020/4/17
Macau,29,2020/4/17
Ningxia,0,2020/4/17
Qinghai,0,2020/4/17
Shaanxi,4,2020/4/17
Shandong,26,2020/4/17
Shanghai,116,2020/4/17
Shanxi,62,2020/4/17
Sichuan,8,2020/4/17
Tianjin,16,2020/4/17
Tibet,0,2020/4/17
Xinjiang,3,2020/4/17
Yunnan,7,2020/4/17
Zhejiang,22,2020/4/17
Taiwan,229,2020/4/17
AnHui,7,2020/4/18
BeiJing,84,2020/4/18
Chongqing,9,2020/4/18
Fujian,19,2020/4/18
Gansu,2,2020/4/18
Guangdong,97,2020/4/18
Guangxi,2,2020/4/18
Guizhou,2,2020/4/18
Hainan,6,2020/4/18
Hebei,12,2020/4/18
Heilongjiang,420,2020/4/18
Henan,22,2020/4/18
Hong Kong,456,2020/4/18
Hubei,4634,2020/4/18
Hunan,4,2020/4/18
Inner Mongolia,89,2020/4/18
Jiangsu,10,2020/4/18
Jiangxi,1,2020/4/18
Jilin,5,2020/4/18
Liaoning,4,2020/4/18
Macau,28,2020/4/18
Ningxia,0,2020/4/18
Qinghai,0,2020/4/18
Shaanxi,4,2020/4/18
Shandong,22,2020/4/18
Shanghai,116,2020/4/18
Shanxi,62,2020/4/18
Sichuan,8,2020/4/18
Tianjin,16,2020/4/18
Tibet,0,2020/4/18
Xinjiang,3,2020/4/18
Yunnan,7,2020/4/18
Zhejiang,22,2020/4/18
Taiwan,220,2020/4/18
AnHui,7,2020/4/19
BeiJing,83,2020/4/19
Chongqing,9,2020/4/19
Fujian,16,2020/4/19
Gansu,2,2020/4/19
Guangdong,90,2020/4/19
Guangxi,2,2020/4/19
Guizhou,2,2020/4/19
Hainan,6,2020/4/19
Hebei,12,2020/4/19
Heilongjiang,426,2020/4/19
Henan,22,2020/4/19
Hong Kong,423,2020/4/19
Hubei,4621,2020/4/19
Hunan,4,2020/4/19
Inner Mongolia,89,2020/4/19
Jiangsu,10,2020/4/19
Jiangxi,1,2020/4/19
Jilin,7,2020/4/19
Liaoning,4,2020/4/19
Macau,25,2020/4/19
Ningxia,0,2020/4/19
Qinghai,0,2020/4/19
Shaanxi,4,2020/4/19
Shandong,22,2020/4/19
Shanghai,114,2020/4/19
Shanxi,62,2020/4/19
Sichuan,7,2020/4/19
Tianjin,15,2020/4/19
Tibet,0,2020/4/19
Xinjiang,3,2020/4/19
Yunnan,6,2020/4/19
Zhejiang,21,2020/4/19
Taiwan,231,2020/4/19
AnHui,7,2020/4/20
BeiJing,79,2020/4/20
Chongqing,9,2020/4/20
Fujian,16,2020/4/20
Gansu,2,2020/4/20
Guangdong,87,2020/4/20
Guangxi,2,2020/4/20
Guizhou,2,2020/4/20
Hainan,6,2020/4/20
Hebei,11,2020/4/20
Heilongjiang,433,2020/4/20
Henan,22,2020/4/20
Hong Kong,395,2020/4/20
Hubei,4617,2020/4/20
Hunan,4,2020/4/20
Inner Mongolia,90,2020/4/20
Jiangsu,10,2020/4/20
Jiangxi,1,2020/4/20
Jilin,7,2020/4/20
Liaoning,3,2020/4/20
Macau,23,2020/4/20
Ningxia,0,2020/4/20
Qinghai,0,2020/4/20
Shaanxi,4,2020/4/20
Shandong,22,2020/4/20
Shanghai,108,2020/4/20
Shanxi,62,2020/4/20
Sichuan,7,2020/4/20
Tianjin,15,2020/4/20
Tibet,0,2020/4/20
Xinjiang,3,2020/4/20
Yunnan,6,2020/4/20
Zhejiang,19,2020/4/20
Taiwan,219,2020/4/20
AnHui,7,2020/4/21
BeiJing,77,2020/4/21
Chongqing,9,2020/4/21
Fujian,14,2020/4/21
Gansu,2,2020/4/21
Guangdong,81,2020/4/21
Guangxi,2,2020/4/21
Guizhou,2,2020/4/21
Hainan,6,2020/4/21
Hebei,11,2020/4/21
Heilongjiang,438,2020/4/21
Henan,22,2020/4/21
Hong Kong,379,2020/4/21
Hubei,4614,2020/4/21
Hunan,4,2020/4/21
Inner Mongolia,86,2020/4/21
Jiangsu,9,2020/4/21
Jiangxi,1,2020/4/21
Jilin,9,2020/4/21
Liaoning,3,2020/4/21
Macau,21,2020/4/21
Ningxia,0,2020/4/21
Qinghai,0,2020/4/21
Shaanxi,24,2020/4/21
Shandong,22,2020/4/21
Shanghai,108,2020/4/21
Shanxi,57,2020/4/21
Sichuan,7,2020/4/21
Tianjin,13,2020/4/21
Tibet,0,2020/4/21
Xinjiang,3,2020/4/21
Yunnan,6,2020/4/21
Zhejiang,17,2020/4/21
Taiwan,208,2020/4/21
